Japanese;English;French;German;
"マロンを手に入れた！
マロン？ って いわゆるクリだけど
なんだか お宝のにおいがする！
コレクト画面で確認しよう！";"You got a wood heart!
Check it out on the
Collection screen.
Sure, it looks like a
chestnut, but there's
something special about it.";"Vous obtenez un marron!


C'est un simple marron,
mais il semble avoir
quelque chose de précieux!
Allez voir dans votre
inventaire!";"Du hast eine Marone
erhalten! Sieht nach wenig
aus, hat aber irgendetwas...
Sieh dir diesen Schatz in
deiner Sammlung an!";
"黒パールのネックレスを
手に入れた！
黒く輝く真珠のネックレスだ！
コレクト画面で確認しよう！";"You got a dark pearl loop!
This necklace glows
mysterious and dark!
Check it out on the
Collection Screen!";"Vous obtenez un collier de
perles! Ce superbe bijou
brille d'un sombre éclat.
Allez voir dans votre
inventaire!";"Du hast schwarze Perlen
erhalten! Sie glänzen
geheimnisvoll schwarz.
Sieh dir diesen Schatz in
deiner Sammlung an!";
"パールのネックレスを
手に入れた！
白く輝く真珠のネックレスだ！
コレクト画面で確認しよう！";"You got a white pearl loop!
These stunning pearls glow
elegantly in the light!
Check it out on the
Collection screen!";"Vous obtenez un collier de
nacre! Cet élégant collier
scintille dans la lumière.
Allez voir dans votre
inventaire!";"Du hast weiße Perlen
erhalten! Sie sind wirklich
strahlend weiß!
Sieh dir diesen Schatz in
deiner Sammlung an!";
"ルトのかんむりを手に入れた！
代々ゾーラ族に伝わる かんむり
だと言われているが・・・
コレクト画面で確認しよう！";"You got a Ruto Crown!
The Zoras have passed it
down across generations.
Check it out on the
Collection screen!";"Vous obtenez une couronne
Ruto! Un bien gardé par
des générations de Zoras.
Allez voir dans votre
inventaire!";"Du hast eine Krone von
Ruto erhalten!

Sie werden schon seit
Generationen von den Zora
weitergegeben.
Sieh dir diesen Schatz in
deiner Sammlung an!";
"竜のうろこを手に入れた！
大きな竜が落としたと
言われているきれいなうろこ
何のうろこかは 
定かではない・・・
コレクト画面で確認しよう！";"You got a dragon scale!
It's said this pristine scale
fell from a dragon.
But no one really knows
for sure. Check it out on
the Collection screen!";"Vous obtenez une écaille de
dragon!

On raconte que cette
magnifique écaille est
celle d'un grand dragon.
Mais nul ne sait si cette
rumeur est vraie. Allez voir
dans votre inventaire!";"Du hast eine
Drachenschuppe erhalten!

Es heißt, ein riesiger
Drache habe sie verloren.
Ob das stimmt?
Sieh dir diesen Schatz in
deiner Sammlung an!";
"海賊の首かざりを
手に入れた！

海賊のお頭となるべき
人だけがつけられる首飾りだ・・
コレクト画面で確認しよう！";"You got a pirate's
necklace! Check it out on
the Collection screen!
It belongs to the one
who is destined to become
the leader of all pirates.";"Vous obtenez un collier
pirate!

C'est un collier que seuls
les chefs des pirates
peuvent porter... 
Allez voir dans votre
inventaire!";"Du hast eine Piratenkette
erhalten!

Nur Piratenanführer können
sie tragen!

Sieh dir diesen Schatz in
deiner Sammlung an!";
"王宮の器を手に入れた！
昔の王家の人が 愛用した
とても気品あふれる器だ
コレクト画面で確認しよう！";"You got a palace dish!
Check it out on the
Collection screen!
Long ago, this elegant dish
was a prized possession of
the royal family.";"Vous obtenez la coupe
royale!

Cette coupe emprunte d'une
grande noblesse était chérie
par une famille royale.
Allez voir dans votre
inventaire!";"Du hast ein Königsgeschirr
erhalten! 

Dieses Geschirr wurde von
Königen verwendet und
quillt über vor Eleganz.
Sieh dir diesen Schatz in
deiner Sammlung an!";
"ゴロンの鉱物を手に入れた！
虫が中に入った 貴重な鉱物
ゴロンが好きだといううわさも
コレクト画面で確認しよう！";"You got some Goron Amber!
This hard, valuable mineral
has a bug inside it!
Check it out on the
Collection screen!";"Vous obtenez un ambre
Goron! Précieux, on y
distingue un insecte.
Il est très apprécié des
Gorons!

Allez voir dans votre
inventaire!";"Du hast einen Goron-
Bernstein erhalten!

Dieses wertvolle Exemplar
enthält einen Käfer!

Sieh dir diesen Schatz in
deiner Sammlung an!";
"神秘のヒスイを手に入れた！
神秘的な輝きを 生み出す
ものすごく貴重なヒスイだ！
コレクト画面で確認しよう！";"You got the Mystic Jade!
Check it out on the
Collection screen!
The mysterious light this
jewel gives off makes it an
extremely valuable item!";"Vous obtenez un jade
mystérieux!

C'est un jade extrêmement
précieux brillant d'un éclat
mystérieux!
Allez voir dans votre
inventaire!";"Du hast eine
Jadekugel erhalten!

Diese Kostbarkeit gibt ein
geheimnisvolles Licht ab.

Sieh dir diesen Schatz in
deiner Sammlung an!";
"いにしえの金貨を手に入れた！
古代の人々が使っていたと
言われているお金だ！
持っているだけで 当時の
暮らしがよみがえりそう・・
コレクト画面で確認しよう！";"You got the ancient gold
coin! Check it out on the
Collection screen!
Just holding it in your hand
seems to take you back to
those long-forgotten days...";"Vous obtenez une pièce
ancienne!

On pense qu'elle servait de
monnaie dans l'Antiquité.

Tenez-la dans vos mains
pour replonger dans cette
époque lointaine...
Allez voir dans votre
inventaire!";"Du hast eine antike
Goldmünze erhalten!

Schon durch bloßes Halten
spürt man die vergangenen
Zeiten.
Sieh dir diesen Schatz in
deiner Sammlung an!";
"黄金石を手に入れた！
金色に輝く石は見る人
すべてを魅了する！
コレクト画面で確認しよう！";"You got a priceless stone!
Check it out on the
Collection screen!
The golden gleam of this
stone entrances all who
behold it!";"Vous obtenez une pépite
d'or!

Son éclat doré envoûte
quiconque pose les yeux
sur elle!
Allez voir dans votre
inventaire!";"Du hast einen Goldkristall
erhalten! Jeder, der ihn
sieht, verfällt seinem Glanz!
Sieh dir diesen Schatz in
deiner Sammlung an!
";
"王家のゆびわを手に入れた！
王家に代々伝わる伝説の指輪だ！
世界に 数個しか存在しない
コレクト画面で確認しよう！";"You got a Regal Ring!
It's been passed down over
generations of nobility.
Only a small number of
these exist in the world!

Check it out on the
Collection screen!";"Vous obtenez un anneau
royal! Ce sceau a orné de
nombreux doigts royaux!
Il n'en existe que très peu
dans le monde!

Allez voir dans votre
inventaire!";"Du hast einen königlichen
Ring erhalten!

Ein legendärer Ring, der 
schon seit Generationen
weitergegeben wird!
Sieh dir diesen Schatz in
deiner Sammlung an!";
"矢筒を手に入れた！
矢を持てる数がふえたぞ！
コレクト画面で確認しよう！";"You got the quiver! Now
you can hold more arrows.

Check it out on the
Collection screen!";"Vous obtenez le carquois!
Vous pouvez maintenant
transporter plus de flèches.
Allez vérifier cela dans
votre inventaire.";"Du hast den Köcher
erhalten! Jetzt kannst du
mehr Pfeile tragen!
Sieh in deiner Sammlung
nach!";
"バクダン袋（大）を手に入れた！
バクダンを持てる数がふえたぞ！
コレクト画面で確認しよう！";"You got a large-sized 
bomb bag!

Now you can hold lots of
bombs!";"Vous obtenez un grand sac
de bombes! Vous pouvez
transporter plus de bombes.
Allez vérifier cela dans
votre inventaire.";"Du hast die Bombentasche
erhalten! Jetzt kannst
du mehr Bomben tragen!";
"剣士の巻物その2を手に入れた！
巻物に 秘められた
剣士の記憶が流れ込む・・・
[Link]は
大回転斬りを
使えるようになった！
回転斬りと同じように
すばやく3回 円を描けば
繰り出すことができる！";"You got a Swordsman's
Scroll! Memories of veteran
swordsmen flow through it.
You can now perform the
great spin attack!

Draw a spin attack circle 
around you three times to 
execute the attack!";"Vous obtenez un précis
d'escrime! Le savoir des
anciens guerriers y repose.
Vous pouvez maintenant
utiliser l'attaque tourbillon!

De la même manière que
pour l'attaque circulaire...

tracez trois cercles autour
de vous pour la déclencher.";"Du hast eine
Schwert-Rolle erhalten!

Durch sie fließen die
Erinnerungen von
Schwertkämpfern...
Jetzt kannst du die
Riesenwirbelattacke,
[Link]!
Führe dazu dreimal schnell
hintereinander die normale
Wirbelattacke aus!";
"剣士の巻物その1を手に入れた！
巻物に 秘められた
剣士の記憶が流れ込む・・・
[Link]は
剣から衝撃波を
出せるようになった！
剣を振るだけで 衝撃波
が ほとばしる！";"You got a Swordsman's 
Scroll! Memories of veteran
swordsmen flow through it.
You can now perform the
Sword Beam!

Swing your sword to send
a powerful shock wave
surging out!";"Vous obtenez un précis
d'escrime! Le savoir des
anciens guerriers y repose.
Vous pouvez maintenant
déclencher des ondes de
choc.
Donnez simplement un coup
d'épée pour envoyer une
onde de choc!";"Du hast eine
Schwert-Rolle erhalten!

Durch sie fließen die
Erinnerungen von
Schwertkämpfern...
Du kannst jetzt aus dem
Schwert Strahlen feuern,
[Link]!
Schwinge dazu einfach nur
das Schwert.";
"ウサギあみを手に入れた!
汽車に乗っているときに
使ってみよう!!";"You got the rabbit net!
Try using it while you're
riding the train!";"Vous obtenez un filet
à lapins! Utilisez-le à
bord de votre train!";"Du hast das Hasen-Netz
erhalten! Probier es
während der Fahrt aus!";
"テリークラブカードを手に入れた！
テリーショップで
ポイントが貯まるぞ！";"You got a Beedle Club
Card! Now you can collect
points at Beedle's shop!";"Vous obtenez la carte
de fidélité Terry.

Cumulez des points en
faisant des achats à
la boutique de Terry!";"Du hast eine Mitgliedskarte
erhalten!

Mit ihr kannst du in
Terris Laden Punkte
sammeln.";
"テリーシルバーカードを
手に入れた！
１割引で 買い物が出来る!";"You got a Silver Card! Now
everything at Beedle's shop
is 10 percent off!";"Vous obtenez la carte
argent!

Vous bénéficiez d'une
réduction de 10% à la
boutique de Terry!";"Du hast eine Silberkarte
erhalten!

Damit erhältst du in
Terris Laden 10 % Rabatt!";
"テリーゴールドカードを
手に入れた！
２割引で 買い物が出来る!";"You got a Gold Card! Now
everything at Beedle's shop
is 20 percent off!";"Vous obtenez la carte or!


Vous bénéficiez d'une
réduction de 20% à la
boutique de Terry!";"Du hast eine Goldkarte
erhalten!

Damit erhältst du in
Terris Laden 20 % Rabatt!";
"テリープラチナカードを
手に入れた！
３割引で 買い物が出来る!";"You got a Platinum Card!
Now everything at Beedle's
shop is 30 percent off!";"Vous obtenez la carte
platine!

Vous bénéficiez d'une
réduction de 30% à la
boutique de Terry!";"Du hast eine Platinkarte
erhalten!

Damit erhältst du in
Terris Laden 30 % Rabatt!";
"テリーダイヤモンドカードを
手に入れた！
半額で 買い物が出来る!";"You got a Diamond Card!
Now everything at Beedle's
shop is half price!";"Vous obtenez la carte
diamant!

Vous bénéficiez d'une
réduction de 50% à la
boutique de Terry!";"Du hast eine Diamantkarte
erhalten!

Damit kostet in Terris
Laden alles nur die Hälfte!";
"タダの券を 手に入れた！
どれでも 好きな商品が １回だけ
無料で 手に入る!!";"You got a Freebie Card!
Choose any item you want,
and you'll get it for free!";"Vous obtenez un coupon!
Vous pouvez l'échanger
contre un article au choix!";"Du hast ein Gratisticket
erhalten!

Damit bekommst du einen
Artikel deiner Wahl
umsonst!";
"ポイント５ばい券を手に入れた！
好きな商品を 購入すると 通常の
５倍のポイントがついてくる";"You got a Quintuple Points
Card! Any item you buy
earns five times the points!";"Vous obtenez un coupon
quintuple!

Echangez-le contre un
article et vous recevrez
cinq fois plus de points.";"Du hast eine Fünffachkarte
erhalten!

Damit erhältst du beim
Kauf eines Artikels
die fünffache Punktzahl!";
"センリンの手紙を
受け取った!
海底へ行く方法のメモらしい
コレクト画面の手紙から
確認しよう!!";"You received Carben's
letter!

It has instructions on how 
to get to the ocean floor!

Go to your Collection to
read it!";"Vous obtenez la lettre
de Pysto!

Elle contient une note
expliquant comment se
rendre sous la mer.
Allez voir dans votre
inventaire!";"Du hast einen Brief von
Spul erhalten!

Er scheint eine Notiz zu
enthalten, die dich zum
Meeresgrund führt.
Sieh ihn dir gleich in
deiner Sammlung an!";
"";"You got a recruit uniform! 
It's the usual outfit for 
rookie guards.";"Vous obtenez la tenue
d'apprenti soldat!

C'est la tenue qu'on remet
aux nouvelles recrues de
la garde.";"Du hast die
Rekrutenuniform erhalten!
Sehr schnörkellos...";
"";"You got your engineer's 
clothes!

They have a dove design on
them, the mark of a true
engineer!";"Vous obtenez la tenue
de conducteur!

Elle arbore un symbole de
colombe, l'oiseau préféré
des conducteurs!";"Du hast die
Lokführeruniform erhalten.
Schick, mit Tauben-Symbol!";
"うる";"";"";"";
"やめる";"";"";"";
"けってい";"Sell";"Vendre";"Verkaufen";
"";"Quit";"Arrêter";"Beenden";
"";"OK";"Confirmer";"Okay";
"つづける";"";"";"";
"セーブしてやめる";"";"";"";
"つづける";"Continue";"Continuer";"Fortsetzen";
