Japanese;US English;French;German;
"１０回以上　ラリーがつづいたから
やくそくどおり　おだちんだよ
フォース　もっておいき！
はあ…　はあ…
オバチャン、　うんどうしすぎて
ちょいと　つかれちまったよ。
これだけ　うごいたから
きょうは　ごちそうたべたって
ちっとも　かまわないね！";"We had more than 10 volleys,
so you get ,
as promised!
Whew...hh...hh...
That was a lot of work for
someone my age. I'm beat.
After all this exercise,
I think I can eat whatever
I want with no worries!";"We had more than 10 volleys,
so you get ,
as promised!
Whew...hh...hh...
That was a lot of work for
someone my age. I'm beat.
After all this exercise,
I think I can eat whatever
I want with no worries!";"We had more than 10 volleys,
so you get ,
as promised!
Whew...hh...hh...
That was a lot of work for
someone my age. I'm beat.
After all this exercise,
I think I can eat whatever
I want with no worries!";
"１０回以上　ラリーがつづいたから
やくそくどおり　フォースを
やるから　なかよく　わけな！
ただし！
ミスした　Ｐのボウヤは
ちょっと　まつんだよ！
はあ…　はあ…
オバチャン、　うんどうしすぎて
ちょいと　つかれちまったよ。
これだけ　うごいたから
きょうは　ごちそうたべたって
ちっとも　へいきだ！
さあ、しばらくしたら
また　たのんだよ！";"We had over 10 volleys, so
here are your Force Gems as
I promised. Split them fairly!
Hold it, P! You missed
a few there.
Whew...hh... That was a lot
of work for someone my age.
I'm beat.
I worked hard, so I can eat
anything I want!
I'll be looking for your help
later on, too!";"We had over 10 volleys, so
here are your Force Gems as
I promised. Split them fairly!
Hold it, P! You missed
a few there.
Whew...hh... That was a lot
of work for someone my age.
I'm beat.
I worked hard, so I can eat
anything I want!
I'll be looking for your help
later on, too!";"We had over 10 volleys, so
here are your Force Gems as
I promised. Split them fairly!
Hold it, P! You missed
a few there.
Whew...hh... That was a lot
of work for someone my age.
I'm beat.
I worked hard, so I can eat
anything I want!
I'll be looking for your help
later on, too!";
"ちょっと　どういうことだい！
アンタ　０回だなんて
やる気あるのかい？！
こんなんじゃ　フォースは　なしだよ！
ほしけりゃ　もっと
マジメに　やっておくれ！";"I hope you boys have a good
explanation for that farce!
You missed every ball!
For that performance, you
get zero Force Gems! Come
back when you're serious!";"J'espère que vous avez
une raison valable!
Vous n'avez pas renvoyé
une seule balle!
Eh bien! Vous n'aurez pas
de Gemmes de Force, zéro!
Revenez quand vous serez
motivés!";"Ich hoffe, ihr habt eine gute
Erklärung für diese Farce!
Kein einziger Pass!
Dafür gibt es natürlich
null Force-Kristalle! Nehmt
das bitte etwas ernster!";
"また　手伝ってくれる
気になったら　いつでもおいで！";"Come on back anytime you
want to lend me a hand!";"Revenez quand vous voulez
pour me donner
un coup de main!";"Komm jederzeit wieder,
wenn du mir helfen willst!";
"馬はいいねぇ…。
太い　おくび…。
長い　あんよ…。
黒光りする　ボディー…。
ああ…いいワァ…
ウマァ……ヒィンッ！
…アランっ？！
なんか　馬のれます～
…みたいな　カオしてるわね？！
そんなに　のりたければ
のせてあげてもよくってよ。
どう？
レースしたくなったでショ？
はい　いいえ";"Horses are great...
Strong necks...
Long legs...
Black, shiny torsos...
They're fantastic...
Horses rule!
What's that? You look like
you'd like to go for a ride.
How can I say no to that
look in your eyes?
Well? Makes you want to
race, doesn't it?
Yes No";"Les chevaux sont
des animaux magnifiques...
Une encolure puissante...
Des membres élancés...
Un poitrail noir et luisant...
Ils sont fantastiques...
Hum... On dirait que vous
avez envie de faire
du cheval.
Comment refuser quoi que ce
soit à des yeux pareils?
Eh bien?
Vous voulez faire la course?
Oui Non";"Pferde sind Klasse...
Lange Beine... Schönes,
glänzendes Fell...
Sie sind wunderbar...
Pferde sind das Beste!
Und du? Du siehst aus, als
wolltest du ausreiten.
Wie könnte ich dem
widersprechen?
Nun? Du willst doch
ausreiten, oder?
Ja Nein";
"ルールは　かんたんョ。
スタートから　いちばんはやく
ゴールへ　ついたら　かち！
十字ボタンで　向きを変えて
Ａボタンで　ジャンプできるワ。
しかもニンジンとったら　しばらく
ダッシュ　できちゃうんだから
ビュンビュン　とばしなさいヨ。
とちゅう、トンネルもあるから
みうしなわないように、
がんばってね、ダーリン！";"The rules are simple.
First one to reach the
finish line's the winner!
Use the +Control Pad to
change directions, and the
A Button to jump.
If you get a carrot, you can
dash for a while. Just don't
try to hold your horse back!
There's a tunnel midway
through, so try not to lose
sight of me, darling!";"Les règles sont simples.
Le premier à franchir la
ligne d'arrivée a gagné!
Utilisez la manette +
pour changer de direction
et le bouton A pour sauter.
Attrapez une Carotte pour
un grand galop!
Surtout, ne retenez pas
votre monture!
Vous passerez un tunnel,
à mi-chemin,
alors ouvrez l'œil!";"Die Regeln sind simpel.
Wer als Erster die Ziellinie
überquert, ist der Sieger!
Drücke das Steuerkreuz
zum Steuern und den
A-Knopf zum Springen.
Eine Möhre lässt dein
Pferd kurz sprinten. Halte
es dann nicht zurück!
Auf der Rennstrecke ist
auch ein Tunnel. Halte bloß
die Augen auf!";
"あらそう…。
ウマは　きらいだなんて
アタイと　ウマがあわないわネ…。";"Is that so? Well, if you don't
care for horses, then we've
nothing to talk about...";"Ah bon? Vous n'aimez
pas les chevaux? Alors nous
n'avons rien à nous dire...";"Ach ja? Na, wenn dich
Pferde nicht interessieren,
dann troll dich!";
"Ｐいっちゃーくうっ！！
いや～ん、おめでとぉんっ！";" P crosses the finish line
first! Ooh! Splendid!";" J a franchi la ligne
d'arrivée en premier! Génial!";" P crosses the finish line
first! Ooh! Splendid!";
"Ｐいっちゃーくうっ！！
いや～ん、おめでとぉんっ！
じゃっ、１ちゃくのダーリンに
５００フォース　みついじゃう！
アタイのこと　おもいだしてネ…！";"P crosses the finish line
first! Ooh! Congratulations!
For my first-place darling,
a 500 Force Gem prize!
Don't forget me!";"P crosses the finish line
first! Ooh! Congratulations!
For my first-place darling,
a 500 Force Gem prize!
Don't forget me!";"P crosses the finish line
first! Ooh! Congratulations!
For my first-place darling,
a 500 Force Gem prize!
Don't forget me!";
"馬はいいねぇ…。
ああ…いいワァ…
ウマァ……ヒィンッ！
…アランっ？！
なんか　馬のれます～
…みたいな　カオしてるわね？！
１かい１００フォースで
のせてあげてもよくってよ。
ニンジンとったら　しばらく
ダッシュ　できちゃうんだから
ビュンビュン　とばしてネ。
５５秒以内に　ゴールすれば
５００フォース　あげちゃうわよ。
どう？
レースしたくなったでショ？
はい　いいえ";"Horses are great...
They're fantastic, even!
Horses rule!
What's this?
You look like you'd like to go
for a ride.
It's 100 Force Gems per ride.
If you get a carrot, you can
dash for a while. Just don't
try to hold your horse back!
If you can finish in under
55 seconds, you win 500
Force Gems.
Well, you want to race,
right?
Yes No";"Horses are great...
They're fantastic, even!
Horses rule!
What's this?
You look like you'd like to go
for a ride.
It's 100 Force Gems per ride.
If you get a carrot, you can
dash for a while. Just don't
try to hold your horse back!
If you can finish in under
55 seconds, you win 500
Force Gems.
Well, you want to race,
right?
Yes No";"Horses are great...
They're fantastic, even!
Horses rule!
What's this?
You look like you'd like to go
for a ride.
It's 100 Force Gems per ride.
If you get a carrot, you can
dash for a while. Just don't
try to hold your horse back!
If you can finish in under
55 seconds, you win 500
Force Gems.
Well, you want to race,
right?
Yes No";
"ゴールぅ！！";"FINISH!!!";"FINISH!!!";"FINISH!!!";
"また　のってネ…！";"Ride again, OK?";"C'est reparti pour un tour?";"Nochmal ausreiten?";
"ダメねぇ…もっと　ウマく
愛を　そそがなきゃっ！
仕方ないから　あまったフォースを
少しだけ　あげちゃう！";"That's no good... You have to
let your love flow!
I tell you what, I'll give a
few Force Gems anyway!";"Ça ne va pas, ça...
Il faut laisser libre
cours à tes sentiments!
Bon. Je te donne quand
même une Gemme de Force!";"Ihr seid mir vielleicht
miese Cowboys!
Na, ich gebe euch trotzdem
ein paar Force-Kristalle!";
"Ｐいっちゃーくうっ！！
いや～ん、おめでとぉんっ！
５００フォース　みついじゃうっ！";"P finishes!
Ohhh, congratulations!
You win 500 Force Gems!";"J a franchi la ligne!
Bravo!
Tu remportes 500
Gemmes de Force!";"SP ist Erster!
Gratuliere! Du gewinnst
500 Force-Kristalle!";
"Ｐにちゃくーうっ！！
あらん、おしいわネッ！
３００フォース　あげちゃうワ！";"P finishes!
Ah, so close!
You get 300 Force Gems!";"J a franchi la ligne!
C'était serré! Tu remportes
300 Gemmes de Force!";"SP ist Zweiter!
Ach! Das war knapp! Du
erhältst 300 Force-Kristalle!";
"Ｐさんちゃくうううんっ！！
まだまだ　ヒヨッコね！
１００フォースで　ガマンなさい！";"P finishes!
You're still a rookie! Be
happy with 100 Force Gems!";"J a terminé!
Un amateur! 100 Gemmes de
Force, et c'est cher payé!";"SP erreicht das Ziel!
Du Anfänger! Sei zufrieden
mit 100 Force-Kristallen!";
"Ｐ　よんちゃく…。
でなおして　らっしゃい！";"P finishes...
Ooo, you'll have to try again
sometime!";"J a terminé...
Oooh, il faudra retenter
ta chance!";"SP trabt durchs Ziel...
Oje! Da musst du aber
noch viel üben!";
"じゃあ　少しだけど
フォースが　あまっちゃったから
逆転のチャンスを　あげル！
行くわよ～！";"There are still a few Force
Gems remaining, so I'll give
you a second chance!
Here we go!";"Il reste quelques
Gemmes de Force! Je vous
donne une seconde chance.
C'est parti!";"Es gibt noch ein paar
Force-Kristalle. Ihr bekommt
eine zweite Chance!
Bitte sehr!";
"おおっと　１位…　Ｐ！
逃げるのが　うまいなー！
逃げなれてるって　感じだな！
じゃあ　５００フォース　うけとってくれ！";"Oho! First place is... P!
You're so fast! You must have
to run away a lot!
Here, take these 500 Force
Gems!";"Oho! Le premier est... J!
Tu es rapide! Bravo!
Tiens, prends ces 500
Gemmes de Force!";"Aha! Sieger ist... SP!
Du warst so schnell! Du bist
offenbar ein echter Renner!
Hier, nimm diese
500 Force-Kristalle!";
"つぎは　２位…　Ｐ！
おしかったな！
３００フォース　やるよ！";"And in second place... P!
You were so close!
Here are 300 Force Gems!";"Le deuxième est... J!
C'était serré! Voici
300 Gemmes de Force!";"Und Zweiter wurde... SP!
Um Haaresbreite! Hier nimm
deine 300 Force-Kristalle!";
"そして　３位…　Ｐ！
うーん　まだまだだな。
ほれ　１００フォースとっとけ！";"And in third place... P!
You need some work.
Take 100 Force Gems!";"Le troisième est... J!
Tu manques d'entraînement.
Prends ces 100 
Gemmes de Force!";"Dritter wurde... SP!
Na ja, das wird noch. Nimm
deine 100 Force-Kristalle!";
"最後は　４位…　Ｐ！
あんちゃん　もうちょっと
がんばりなよ…。
ごほうびは　なしだ！";"And in last place... P!
C'mon! I know you can do
better than that.
No prize for you!";"Et le dernier... J!
Je sais que tu peux
mieux faire.
Tu n'auras rien!";"Und der Letzte ist... SP!
Oh-oh! Das kannst du doch
bestimmt besser, oder?
Kein Preis für dich!";
"よし　それじゃあ最後に
一発逆転　大チャンスだ！
ほらよっ！";"Here's your last chance to
reverse your fortunes!
Ride!";"C'est votre dernière chance!
C'est parti!";"Dies ist eure letzte Gelegen-
heit, das Blatt zu wenden!
Trabt los!";
"また　遊んでくれよな！";"Come back anytime!";"Revenez quand vous voulez!";"Komm jederzeit wieder!";
"どういうことだい！
あまりにも　ヘタクソだから
オバちゃん　ちっとも
うんどう　できなかったじゃないか！
さあさあ　つべこべいわずに
もういちど　ラリーしておくれ！
は　い　いいえ";"What's going on now?
You were so bad that I
hardly got any exercise at
all!
I don't want to hear any
excuses! Get out those
swords, and let's volley!
Yes No";"Que se passe-t-il?
Vous êtes si nuls que
j'ai à peine bougé!
Vous n'avez pas d'excuse!
Dégainez vos epées et
renvoyez la balle!
Oui Non";"Was sollte denn das?
Ihr wart so mies, dass ich
überhaupt keine Übung
hatte!
Ich will keine lahmen
Ausreden hören! Zückt eure
Schwerter und auf geht's!
Ja Nein";
