Japanese;US English;French;German;
"嘘だと思うなら　確かめてみな？
自慢のセンス[X] を研ぎ澄ましてな
・・・クククッ！";"If you think I'm lying, why don't
you check it out? Use [X]  to hone
your fine senses... Eee hee!";"Tu ne me crois pas? Eh bien 
vérifie, si ça te chante! Aiguise 
tes sens avec [X] ... Ksh ksh ksh!";"Du denkst, ich lüge?
Na, dann verwende doch mal dein
[X]  Gespür... Hehehe!";
"なんだ、あの黒い化け物は・・・
あんなの　見たことねえよ・・・";"What are these black monsters...
I've never seen anything like
them...";"Ces monstres noirs... qu'est-ce 
que ça peut être? J'ai jamais rien 
vu de pareil...";"Was sind das nur für schwarze
Monster...? Solche Biester
habe ich noch nie gesehen!";
"神よ・・・私は一人の
心優しい兵士にすぎません";"Please...I am but a lowly soldier.";"Déesses, je vous en supplie! Je ne
suis qu'un innocent soldat...";"Ihr Göttinnen Hyrules... Ich bin
doch nur ein einfacher Soldat, der
niemandem Böses will!";
"どうか・・・あの黒い化け物どもから
私をお救いください・・・ヒーッ！";"Please...someone save me from
these evil creatures... Ahhhh!";"J'implore votre miséricorde... 
Sauvez-moi de ces monstres noirs!
AAAAAH!";"Bitte, errettet mich vor diesen
schwarzen Monstern... Waaah!";
"クソ・・・何だ、あの化け物みたいな鳥は！
一体、どうなってしまったんだ・・・";"What... What are these monstrous
birds? What in the world is
happening here?";"C'est pas vrai... Mais qu'est-ce que
c'est que ces oiseaux énormes? 
Qu'est-ce qui se passe ici, à la fin?";"Verdammt! Was sind das nur für
Vogelmonster?!? Und was ist hier
eigentlich los?";
"この、ハイラル城は！！";"Ah, our poor Hyrule Castle!";"C'est le Château d'Hyrule, ici! C'est
pas n'importe où, quand même!";"Was ist nur los in Schloss Hyrule?";
"クククッ
オマエに会わせたいのは
コイツじゃないんだ・・・";"Eee hee! That wasn't the person
I wanted you to meet, by the way...";"Ksh ksh ksh... Ce n'est pas lui
que je veux te faire rencontrer...";"Hehehe...
Dieser arme Soldat war es nicht,
den ich dir vorstellen wollte...";
"さあ、あの塔まで
頑張って行ってみようか";"Well, let's just try and get to that
tower.";"Allez, un peu de courage! 
Va jusqu'à la tour là-bas.";"Also komm schon... Wir müssen
zum Turm!";
"何やってんだ！
はやく外に出なよ！";"What are you doing?! Get outside!";"Ben, qu'est-ce qui te prend? Allez,
sors d'ici!";"Hey, was soll das?!? Komm schon!
Nach draußen! Und zwar schnell!";
"・・・こんなトコで　ノンビリできるほど
ワタシは　暇じゃないんだよ";"...Look, I don't have time for us to
just sit around here.";"Bon, écoute, je n'ai pas que ça
à faire non plus, hein...";"Komm! Ich habe echt keine
Zeit, hier herumzutrödeln!";
"はやく鎖の側で　[L] 押せってば！";"Now hurry up and press [L]  next
to the chain!";"Va près de cette chaîne et appuie 
sur [L] , je te dis! Et dépêche-toi!";"Stell dich einfach vor den Spiegel
und drück [L] , ja?!?";
"いや～ん
レナード牧師からじゃないか～";"Oooh! Well, if it isn't from Renado,
the shaman!";"Ooooh, mais c'est... de la part
du père Reynald?";"Wow!
Der ist ja von Leonard!";
"・・・だけど、肝心な私のことが
何も書かれてないじゃない？";"All this writing, and he doesn't
bother to mention a thing about
little ol' me? Honey, that is what I
call RUDE!";"... Il n'a pas écrit un mot sur moi...";"Aber... steht da etwa
gar nichts über mich?!?";
"・・・まあ、いいや
それより、事情はよくわかったよ";"Well, there's no accounting for the
foolishness of a man. And at least I
understand Ilia's situation now.";"... Ah, les hommes...
Enfin, tant pis. Au moins, je sais
ce qu'il faut faire maintenant.";"Na, was soll's?
Hauptsache, ich weiß
jetzt, was Sache ist!";
"可愛いイリアのため
協力しようじゃないか！";"Of course I can lend a hand for that
adorable little girl!";"Si c'est pour la petite Iria, bien
sûr que je vais vous aider!";"Also gut... Ilya braucht
unsere Hilfe!";
"といっても、他に知ってることなんて・・・
最初、この店にイリアを連れてきたのは
あの時の医者の先生なんだよ・・・";"Hmmm, what else do I know...
The first one to bring Ilia to this
shop was that doctor...";"Ceci dit, je ne sais pas grand-chose
sur elle... C'est le médecin qui l'a 
ramenée ici.";"Aber so viel weiß ich auch nicht...
Nur, dass es der Arzt war, der Ilya
ursprünglich hierher gebracht hat.";
"あの先生なら
何か知ってるかもしれないけど
なんせ　気難し屋だからねえ・・・";"Maybe he knows something, but
he's a crusty old bat, that's for
sure...";"Il en sait peut-être plus, mais c'est
une vraie tête de cochon. Je doute
qu'il veuille t'aider.";"Vielleicht weiß er ja etwas!
Allerdings... Nun ja, er ist
ein wenig schwierig.";
"そうだ、コレを持ってきな・・・
気難し屋がおしゃべりになる魔法の紙さ！";"Ah... I've got it! Honey, you go
ahead and take this to him. This
magic little paper will get that
codger talking!";"Oh, mais j'y pense... Prends ça.
C'est un parchemin magique qui
rend coopératives les personnes
les plus mal embouchées.";"Am besten, du zeigst ihm das hier!
Ein magisches Papier, das schwie-
rige Menschen gesprächig macht!";
"[Link]
はやく、思い出すといいね・・・";"It sure would be nice if she started
remembering things soon, eh,
[Link]?";"J'espère qu'elle retrouvera vite la
mémoire, hein, [Link]?";"Ich hoffe, ihr fällt bald alles
wieder ein. Findest du nicht
auch, [Link]...";
"これは、ちゃんと医者の先生に見せなきゃ
魔法の効果は現れないんだよ！";"You go ahead and show this to the
medical professor, OK, honey?
Then you'll see its magical effect!";"Ecoute, si tu ne le montres pas
expressément au médecin, la magie
de ce parchemin n'opèrera pas!";"Und das hier musst du dem
Arzt zeigen. Sonst hat die
Magie keine Wirkung!";
"[Link]！
来てくれたんだね！";"Oh my... If it isn't [Link]!";"Tiens, tiens...
Mais c'est [Link]!";"[Link]!
Da bist du ja!";
"アンタのこと、待ってたんだよ！";"You made it! How've you been,
honey?!";"C'est gentil à toi d'être venu!
Tout va bien?";"Ich habe dich schon erwartet!";
"それにしても　いいタイミングだよ～、
ちょうど今、アンタの話をしてた所なんだ";"Mercy, but you have good timing.
I was just talking about you!";"En tout cas, tu tombes bien!
Nous étions justement en train
de parler de toi!";"Du kommst übrigens genau zur
rechten Zeit! Wir haben gerade
über dich geredet...";
"みんな！　紹介するよ！";"Hey, everyone! Introduce
yourselves!";"Eh, vous tous! Regardez qui est là!";"Alle mal herhören!
Ich will euch jemanden vorstellen!";
"この男前が　噂の[Link]さ！";"This handsome young man is the
infamous [Link]!";"Ce beau jeune homme, là, c'est
le fameux [Link] dont tout
le monde parle!";"Das hier ist [Link]! Der,
von dem ich euch schon
so viel erzählt habe!";
"ほら、前に話したの覚えてるかい？";"You remember what I told you
before, honey?";"Tu te souviens de ce que je
t'avais dit?";"Du erinnerst dich doch noch an
das, was ich dir erzählt habe?!?";
"おかしくなっちまったハイラルを
何とかしようって、集まった仲間なんだ";"These are those friends I
mentioned, the ones who are trying
to help deal with all the troubles in
Hyrule.";"Ce sont les fameux compagnons
dont je t'ai parlé. Ceux qui tentent
de rétablir la paix en Hyrule!";"Meine Freunde und ich, wir wollen
etwas für Hyrule tun. Weil hier in
letzter Zeit einiges schief läuft...";
"本当はもう一人いるんだけど
今　西の砂漠が怪しい雲行きでね・・・
ちょっと調べに出掛けてるんだ";"Actually, there's one more of us...
but there's been a disturbing turn
of events in the western desert, so
he's gone to check it out.";"En fait, il en manque un...
Il se passe des choses bizarres
dans le désert à l'ouest et il est
allé voir de quoi il retourne.";"Einer von uns ist allerdings gerade
unterwegs, um etwas über die
Gerudo-Wüste im Westen zu er-
fahren... Ein mysteriöser Ort!";
"ラフレルって爺さんなんだけどね、
また会ったら話をしてみるといいよ";"He's an older man named Auru.
If you happen to meet him,
definitely take the time to talk with
him, OK, honey?";"C'est un homme d'un âge un peu
avancé qui s'appelle Lafrel. Si
jamais tu le vois, tu devrais lui
parler.";"Raffler heißt er, ein netter Alter.
Du solltest ihn kennenlernen!
Ihr würdet euch bestimmt gut
verstehen!";
"本当はもう一人いるんだけど
今　北の山が怪しい雲行きでね・・・
ちょっと調べに出掛けてるんだ";"Actually there's one more of us...
but there's been a disturbing turn
of events on the north mountain,
so she's gone to check things out.";"En fait, ils ne sont pas tous là...
Il se passe des choses bizarres
dans les montagnes au nord et
elle y est allée en reconnaissance.";"Eine von uns ist allerdings gerade
in den nördlichen Bergen. Dort
gehen in letzter Zeit seltsame
Dinge vor sich...";
"アッシュっていう美人な娘だよ！
会う機会があったら　話してごらんよ";"She's a beautiful young lady named
Ashei. If you have a chance to meet
her, you should definitely take the
time to talk to her, OK, honey?";"C'est une jolie fille qui s'appelle
Ash! Si tu la vois, prends le temps
de parler avec elle, d'accord?";"Ashley heißt sie, ein ganz süßes
Mädchen. Du solltest sie kennen-
lernen! Ihr würdet euch bestimmt
gut verstehen!";
"本当はもう一人いるんだけど
今　南の森が怪しい雲行きでね・・・
ちょっと調べに出掛けてるんだ";"Actually, there's one more of us...
but there's been a disturbing turn
of events in the southern wood, so
he's gone to check it out.";"En fait, ils ne sont pas tous là...
Il se passe des choses bizarres
dans la forêt au sud et il est allé
voir de quoi il retourne.";"Einer von uns ist allerdings gerade
in den südlichen Wäldern. Dort
gehen in letzter Zeit seltsame
Dinge vor sich...";
"アンタも　よ～く知ってる人さ・・・
会いたがってたから、
顔を見せに行っておやりよ！";"It's someone you know very well...
He wants to see you, so you 
should go pay a visit, honey!";"C'est quelqu'un que tu connais
très très bien! Je suis sûre qu'il
veut te revoir, alors va lui rendre
visite!";"Er kommt übrigens aus Ordon...
genau wie du! Ich war wirklich
überrascht, als er uns das er-
zählt hat!";
"本当はもう一人いるんだけど、
今カカリコ村でちょっと調べ物してるんだ";"Actually, there's one more of us...
but he's doing a little research in
Kakariko Village.";"En fait, ils ne sont pas tous là...
Il est allé à Cocorico pour faire
des recherches.";"Einer von uns ist allerdings gerade
in Kakariko. Hat da ein paar Nach-
forschungen anzustellen...";
"シャッドって言うんだけどさ、
アンタとは年もまぁ近いと思うし
会ったら話をしてみるといいよ";"His name's Shad. He's about the
same age as you, I think. If you see
him, you should try talking to him,
honey.";"Il s'appelle Jehd et il a à peu près
ton âge, je pense. Si tu le vois,
n'hésite pas à parler avec lui.";"Jargo heißt er, ist etwa so alt
wie du... Ich meine, ihr solltet
euch wirklich kennenlernen!";
"あっ・・・そうだ、カカリコ村に行くなら
レナード牧師にちゃんと挨拶するんだよ！";"Oh... Mercy, how could I forget!
If you're going to Kakariko Village,
be sure to give my regards to that
adorable shaman, OK, honey?";"Oh! Dire que j'ai failli oublier! Si
tu vas à Cocorico, passe le bonjour
au père Reynald de ma part!";"Ach ja... Wenn du nach Kakariko
gehst, richte Leonard auf jeden
Fall Grüße von mir aus!";
"さあさ、折角来たんだから
ゆっくりしてお行きよ～";"Well, you've come all the way here,
honey, so why don't you relax a
bit.";"Allez, maintenant que tu es là, 
ne t'enfuis pas comme un voleur.
Prends le temps de souffler...";"Hör mal! Jetzt bist du extra hier,
da kannst du dich ruhig ein
wenig entspannen, bevor die
Reise weitergeht!";
"皆とも話してごらん？
気のいい連中だからさ！";"Why don't you be sociable and talk
to these folks? They're a jolly
bunch!";"Pourquoi n'irais-tu pas leur parler?
Ils sont tous très sympathiques!";"Unterhalt dich doch einfach ein
wenig mit meinen Leuten!
Alles ganz wundervolle Menschen!";
"イリアは元気にしてるのかい？";"How's that Ilia doing, honey?";"Et alors, comment va Iria?";"Wie geht's eigentlich
der kleinen Ilya?";
"あのレナード牧師なら、
きっと記憶を取り戻す方法だって
見つけてくれるさ";"I'm sure that shaman will find a way
to get her memory back. That
Renado is a talented man, for sure!";"Je suis sûre que le père Reynald
trouvera un moyen de guérir Iria.";"Ich bin sicher, Leonard wird eine
Methode finden, ihre Erinnerung
zurückzubringen!";
"アンタはアンタで、
今できることをしっかりやるんだよ！";"Anyway, honey, you've got your
own things to worry about, so you
just make sure you do what needs
doing right now, OK?";"Arrête de t'inquiéter! Concentre-toi
sur ce que tu as à faire, tu en as
déjà assez avec ça.";"Aber du solltest dich erstmal um
die dringenderen Dinge kümmern,
die anstehen.";
"イリアのことはレナード牧師に任せて、
アンタはアンタで、今できることをおやりよ";"Leave Ilia to Renado, honey. You've
got your own things to do, so you
just make sure you do what needs
doing right now, OK?";"Laisse le père Reynald s'occuper
d'Iria, tu as assez de pain sur
la planche comme ça. D'accord?";"Wegen Ilya solltest du dich einfach
auf Leonard verlassen... und
dich ganz auf deine eigenen
Aufgaben konzentrieren!";
"大丈夫、
あの子の記憶はきっと戻るさ！";"Don't you worry, honey! That girl's
memory will come back!";"Ne t'inquiète pas, elle finira bien
par retrouver la mémoire!";"Keine Sorge, sie findet
bestimmt ihr Gedächtnis wieder!";
"アンタもじっと待ってないで
今できることからやるんだよ";"But don't just wait around for
things to happen, you hear me?
You make sure you take care of
what needs doing, OK?";"Au lieu d'attendre sa guérison à
tourner comme un loup en cage,
occupe-toi de ce que tu peux faire.
Crois-moi, ça vaudra mieux.";"Du solltest aber nicht einfach
nur darauf warten. Es gibt
sicher noch genug andere
Dinge, die du tun kannst!";
